"","meanNDVI","date"
"NDVI_20120102_clip_20161215063543_2133801260",0.493720940450599,2012-01-02
"NDVI_20120103_clip_20161215063544_666463259",0.685198656114397,2012-01-03
"NDVI_20120104_clip_20161215063545_1465170020",0.653439729600038,2012-01-04
"NDVI_20120105_clip_20161215063545_445483425",0.681837992572391,2012-01-05
"NDVI_20120106_clip_20161215063546_1127221055",0.656191568525744,2012-01-06
"NDVI_20120107_clip_20161215063547_1654106870",0.643049399043576,2012-01-07
"NDVI_20120108_clip_20161215063548_1168023120",0.579162263197825,2012-01-08
"NDVI_20120109_clip_20161215063548_76119161",0.64598380766494,2012-01-09
"NDVI_20120110_clip_20161215063549_908364033",0.660729837800074,2012-01-10
"NDVI_20120111_clip_20161215063550_1603450976",0.650788109783862,2012-01-11
"NDVI_20120112_clip_20161215063551_1690973434",0.690467108234998,2012-01-12
"NDVI_20120113_clip_20161215063551_2041518293",0.653391821240184,2012-01-13
"NDVI_20120114_clip_20161215063552_1455089236",0.660893925107753,2012-01-14
"NDVI_20120115_clip_20161215063553_505593606",0.624341227681502,2012-01-15
"NDVI_20120116_clip_20161215063554_1035444382",0.652390148073087,2012-01-16
"NDVI_20120117_clip_20161215063554_329749534",0.732596795536981,2012-01-17
"NDVI_20120118_clip_20161215063555_1199518830",0.640853210770801,2012-01-18
"NDVI_20120119_clip_20161215063556_1748278517",0.49146404557208,2012-01-19
"NDVI_20120120_clip_20161215063557_1798156044",0.488231672194967,2012-01-20
"NDVI_20120121_clip_20161215063557_848614625",0.657543893755384,2012-01-21
"NDVI_20120122_clip_20161215063558_722944071",0.481663549840205,2012-01-22
"NDVI_20120123_clip_20161215063559_684516037",0.492779186037434,2012-01-23
"NDVI_20120124_clip_20161215063559_1301194939",0.575069421803069,2012-01-24
"NDVI_20120125_clip_20161215063600_1168433374",0.623935603568077,2012-01-25
"NDVI_20120126_clip_20161215063601_1286263001",0.513492568710701,2012-01-26
"NDVI_20120127_clip_20161215063602_248231594",0.669561281136873,2012-01-27
"NDVI_20120128_clip_20161215063602_891757071",0.692045667111826,2012-01-28
"NDVI_20120129_clip_20161215063603_1913413074",0.644918256684705,2012-01-29
"NDVI_20120130_clip_20161215063604_1347181177",0.603175400619632,2012-01-30
"NDVI_20120131_clip_20161215063605_795346140",0.504736928290335,2012-01-31
"NDVI_20120201_clip_20161215063605_2096646625",0.52914129457065,2012-02-01
"NDVI_20120202_clip_20161215063606_1872036285",0.754358764612443,2012-02-02
"NDVI_20120203_clip_20161215063607_1714523117",0.627895251090304,2012-02-03
"NDVI_20120204_clip_20161215063608_136855597",0.71785617537784,2012-02-04
"NDVI_20120205_clip_20161215063608_1409612484",0.678273524277928,2012-02-05
"NDVI_20120206_clip_20161215063609_2141286832",0.51414768395019,2012-02-06
"NDVI_20120207_clip_20161215063610_115951205",0.490292083027,2012-02-07
"NDVI_20120208_clip_20161215063610_1932151999",0.690298436279767,2012-02-08
"NDVI_20120209_clip_20161215063611_1060198838",0.714775250180035,2012-02-09
"NDVI_20120210_clip_20161215063612_1857592214",0.643185072568507,2012-02-10
"NDVI_20120211_clip_20161215063613_1265126115",0.508955454178075,2012-02-11
"NDVI_20120212_clip_20161215063613_31074078",0.68817089200889,2012-02-12
"NDVI_20120213_clip_20161215063614_421591524",0.500460149972945,2012-02-13
"NDVI_20120214_clip_20161215063615_159702668",0.712777815615311,2012-02-14
"NDVI_20120215_clip_20161215063616_471270605",0.711267709584184,2012-02-15
"NDVI_20120216_clip_20161215063616_6056280",0.702640838277174,2012-02-16
"NDVI_20120217_clip_20161215063617_1009475961",0.696063236272723,2012-02-17
"NDVI_20120218_clip_20161215063618_1589455945",0.526205052786812,2012-02-18
"NDVI_20120219_clip_20161215063619_1239361021",0.620542310548549,2012-02-19
"NDVI_20120220_clip_20161215063619_1541097041",0.535549168349718,2012-02-20
"NDVI_20120221_clip_20161215063620_264109559",0.620220072877679,2012-02-21
"NDVI_20120222_clip_20161215063621_1259217877",0.623809401726445,2012-02-22
"NDVI_20120223_clip_20161215063622_45559392",0.703210127706423,2012-02-23
"NDVI_20120224_clip_20161215063622_1278611474",0.707745279796475,2012-02-24
"NDVI_20120225_clip_20161215063623_1223690469",0.728953922257421,2012-02-25
"NDVI_20120226_clip_20161215063624_1475872211",0.690372931621304,2012-02-26
"NDVI_20120227_clip_20161215063624_16679094",0.714525060215867,2012-02-27
"NDVI_20120228_clip_20161215063625_1797505464",0.668786546849153,2012-02-28
"NDVI_20120302_clip_20161215063626_694708818",0.727807574475703,2012-03-02
"NDVI_20120303_clip_20161215063627_1238098393",0.733249964155051,2012-03-03
"NDVI_20120304_clip_20161215063627_308776736",0.713830763675657,2012-03-04
"NDVI_20120305_clip_20161215063628_1754275026",0.771196233764137,2012-03-05
"NDVI_20120306_clip_20161215063629_1864652163",0.686474607084365,2012-03-06
"NDVI_20120307_clip_20161215063630_1927377345",0.746341808279031,2012-03-07
"NDVI_20120308_clip_20161215063630_1462372251",0.715635743503648,2012-03-08
"NDVI_20120309_clip_20161215063631_1692530478",0.728783610196176,2012-03-09
"NDVI_20120310_clip_20161215063632_429469936",0.620434137810485,2012-03-10
"NDVI_20120311_clip_20161215063633_457501964",0.582767820463982,2012-03-11
"NDVI_20120312_clip_20161215063633_1171663001",0.716107528877932,2012-03-12
"NDVI_20120313_clip_20161215063634_570941873",0.492480933983402,2012-03-13
"NDVI_20120314_clip_20161215063635_1210828763",0.496588536332276,2012-03-14
"NDVI_20120315_clip_20161215063636_2125437716",0.5163490667533,2012-03-15
"NDVI_20120316_clip_20161215063636_1610851688",0.491908623306234,2012-03-16
"NDVI_20120317_clip_20161215063637_1460577951",0.493515581913498,2012-03-17
"NDVI_20120318_clip_20161215063638_111534117",0.591411679583209,2012-03-18
"NDVI_20120319_clip_20161215063639_1962418114",0.691550959345484,2012-03-19
"NDVI_20120320_clip_20161215063639_1435508888",0.663512933801222,2012-03-20
"NDVI_20120321_clip_20161215063640_853455727",0.791577744866317,2012-03-21
"NDVI_20120322_clip_20161215063641_1084932742",0.5568546633868,2012-03-22
"NDVI_20120323_clip_20161215063641_149116171",0.765078206728802,2012-03-23
"NDVI_20120324_clip_20161215063642_1912526785",0.511974716125704,2012-03-24
"NDVI_20120325_clip_20161215063643_1686233614",0.596037622151932,2012-03-25
"NDVI_20120326_clip_20161215063644_1583219272",0.676856273367413,2012-03-26
"NDVI_20120327_clip_20161215063644_1530469155",0.500074883787699,2012-03-27
"NDVI_20120328_clip_20161215063645_467966904",0.569148466453401,2012-03-28
"NDVI_20120329_clip_20161215063646_781426877",0.657515738327819,2012-03-29
"NDVI_20120330_clip_20161215063647_1290246860",0.667431615975928,2012-03-30
"NDVI_20120331_clip_20161215063647_1901725625",0.49091616048386,2012-03-31
"NDVI_20120401_clip_20161215063812_146164174",0.763333778658372,2012-04-01
"NDVI_20120402_clip_20161215063813_740334335",0.678565808433719,2012-04-02
"NDVI_20120403_clip_20161215063814_327133553",0.688567692829206,2012-04-03
"NDVI_20120404_clip_20161215063815_1584278455",0.763428519043832,2012-04-04
"NDVI_20120405_clip_20161215063815_1726120035",0.740251032992121,2012-04-05
"NDVI_20120406_clip_20161215063816_701883088",0.79254221352333,2012-04-06
"NDVI_20120407_clip_20161215063817_552466459",0.722274720001533,2012-04-07
"NDVI_20120408_clip_20161215063818_631230889",0.723791990706296,2012-04-08
"NDVI_20120409_clip_20161215063818_2013776575",0.645655700140971,2012-04-09
"NDVI_20120410_clip_20161215063819_523640735",0.500245627455789,2012-04-10
"NDVI_20120411_clip_20161215063820_956132242",0.521288982549477,2012-04-11
"NDVI_20120412_clip_20161215063821_994930997",0.583969027138055,2012-04-12
"NDVI_20120413_clip_20161215063821_1545610661",0.578302068279195,2012-04-13
"NDVI_20120414_clip_20161215063822_495573396",0.651717236518604,2012-04-14
"NDVI_20120415_clip_20161215063823_1708344208",0.785183834735322,2012-04-15
"NDVI_20120416_clip_20161215063824_1139412680",0.749554775958497,2012-04-16
"NDVI_20120417_clip_20161215063824_388750699",0.668588870913902,2012-04-17
"NDVI_20120418_clip_20161215063825_1080644991",0.758755598048688,2012-04-18
"NDVI_20120419_clip_20161215063826_1449806183",0.758618692357287,2012-04-19
"NDVI_20120420_clip_20161215063827_1502812519",0.774551027453044,2012-04-20
"NDVI_20120421_clip_20161215063827_703543692",0.746285699389112,2012-04-21
"NDVI_20120422_clip_20161215063828_1866121964",0.800324516555014,2012-04-22
"NDVI_20120423_clip_20161215063829_248053908",0.753965538955669,2012-04-23
"NDVI_20120424_clip_20161215063830_200888747",0.684127154159708,2012-04-24
"NDVI_20120425_clip_20161215063830_1719258428",0.529022260440522,2012-04-25
"NDVI_20120426_clip_20161215063831_1350379502",0.63650875914012,2012-04-26
"NDVI_20120427_clip_20161215063832_1025958608",0.78428963167276,2012-04-27
"NDVI_20120428_clip_20161215063833_348756719",0.758556368328793,2012-04-28
"NDVI_20120429_clip_20161215063833_1170240470",0.786933568887085,2012-04-29
"NDVI_20120430_clip_20161215063834_107522027",0.749521628552761,2012-04-30
"NDVI_20120501_clip_20161215063835_1306822356",0.734308868389866,2012-05-01
"NDVI_20120502_clip_20161215063835_1959241798",0.725888909404601,2012-05-02
"NDVI_20120503_clip_20161215063836_736324832",0.574258901913712,2012-05-03
"NDVI_20120504_clip_20161215063837_669840751",0.761793051392377,2012-05-04
"NDVI_20120505_clip_20161215063838_300846979",0.749548388177183,2012-05-05
"NDVI_20120506_clip_20161215063839_71941068",0.767552867738312,2012-05-06
"NDVI_20120507_clip_20161215063839_1755448205",0.737520627570165,2012-05-07
"NDVI_20120508_clip_20161215063840_1622098549",0.773130868288524,2012-05-08
"NDVI_20120509_clip_20161215063841_189857766",0.730521518320373,2012-05-09
"NDVI_20120510_clip_20161215063842_1513281297",0.761039057225629,2012-05-10
"NDVI_20120512_clip_20161215063842_1187553409",0.747635679280549,2012-05-12
"NDVI_20120513_clip_20161215063843_1598586365",0.666020119612068,2012-05-13
"NDVI_20120514_clip_20161215063844_719194228",0.712722040623915,2012-05-14
"NDVI_20120515_clip_20161215063844_1957517834",0.750561801050479,2012-05-15
"NDVI_20120516_clip_20161215063845_1693242299",0.720133086834032,2012-05-16
"NDVI_20120517_clip_20161215063846_1770999603",0.768942728102276,2012-05-17
"NDVI_20120518_clip_20161215063847_677381946",0.722676804938825,2012-05-18
"NDVI_20120519_clip_20161215063847_1510860082",0.748739384305929,2012-05-19
"NDVI_20120520_clip_20161215063848_1683323607",0.73697507651742,2012-05-20
"NDVI_20120521_clip_20161215063849_1598909506",0.721298770602429,2012-05-21
"NDVI_20120522_clip_20161215063850_96483752",0.749653527604754,2012-05-22
"NDVI_20120523_clip_20161215063850_1070192706",0.720041154575935,2012-05-23
"NDVI_20120524_clip_20161215063851_1566522555",0.771055357289758,2012-05-24
"NDVI_20120525_clip_20161215063852_1461615255",0.672831980860614,2012-05-25
"NDVI_20120526_clip_20161215063853_763890677",0.717368518457962,2012-05-26
"NDVI_20120527_clip_20161215063853_116999261",0.727157056638126,2012-05-27
"NDVI_20120528_clip_20161215063854_1132785814",0.739105056300092,2012-05-28
"NDVI_20120529_clip_20161215063855_63919060",0.739866151811493,2012-05-29
"NDVI_20120530_clip_20161215063856_1255849055",0.72487791352964,2012-05-30
"NDVI_20120531_clip_20161215063856_1133199987",0.754370904104987,2012-05-31
"NDVI_20120601_clip_20161215063857_1783594323",0.716605823049653,2012-06-01
"NDVI_20120602_clip_20161215063858_22018404",0.758804110658125,2012-06-02
"NDVI_20120603_clip_20161215063859_1787931578",0.72074009870158,2012-06-03
"NDVI_20120604_clip_20161215063900_397639799",0.499450327578642,2012-06-04
"NDVI_20120605_clip_20161215063900_920958221",0.732164262605884,2012-06-05
"NDVI_20120607_clip_20161215063901_1913661825",0.753818965270928,2012-06-07
"NDVI_20120608_clip_20161215063902_270695036",0.728641093615784,2012-06-08
"NDVI_20120609_clip_20161215063903_458135352",0.770403199346167,2012-06-09
"NDVI_20120610_clip_20161215063903_1365673432",0.721315344305297,2012-06-10
"NDVI_20120611_clip_20161215063904_980878601",0.763933499053098,2012-06-11
"NDVI_20120612_clip_20161215063905_1638293936",0.736273283786594,2012-06-12
"NDVI_20120613_clip_20161215063906_1505501249",0.751203427787039,2012-06-13
"NDVI_20120614_clip_20161215063906_1882514238",0.751213613708593,2012-06-14
"NDVI_20120615_clip_20161215063907_1691649089",0.736515328905565,2012-06-15
"NDVI_20120616_clip_20161215063908_2055643581",0.764200750011848,2012-06-16
"NDVI_20120617_clip_20161215063909_1215928828",0.728913092249834,2012-06-17
"NDVI_20120618_clip_20161215063909_2136669828",0.778357022938264,2012-06-18
"NDVI_20120619_clip_20161215063910_176711343",0.733505302764865,2012-06-19
"NDVI_20120620_clip_20161215063911_1240975063",NA,2012-06-20
"NDVI_20120621_clip_20161215063912_525854860",0.74986613713686,2012-06-21
"NDVI_20120622_clip_20161215063912_88029051",0.749413381555903,2012-06-22
"NDVI_20120623_clip_20161215063913_834873944",0.762963074221616,2012-06-23
"NDVI_20120624_clip_20161215063914_1819164361",0.738483715085272,2012-06-24
"NDVI_20120625_clip_20161215063915_2093454210",0.788580666930983,2012-06-25
"NDVI_20120626_clip_20161215063915_1958415512",0.732287135604051,2012-06-26
"NDVI_20120627_clip_20161215063916_146694047",0.774906757815127,2012-06-27
"NDVI_20120628_clip_20161215063917_1779794773",0.745907352828324,2012-06-28
"NDVI_20120629_clip_20161215063918_1166638806",0.763508366310254,2012-06-29
"NDVI_20120630_clip_20161215063919_1000195442",0.76233655372465,2012-06-30
"NDVI_20120701_clip_20161215063955_1294902684",0.75234174768143,2012-07-01
"NDVI_20120702_clip_20161215063957_12022396",0.778724493006545,2012-07-02
"NDVI_20120703_clip_20161215063957_210391475",0.742598134936841,2012-07-03
"NDVI_20120704_clip_20161215063958_800927849",0.79107388703485,2012-07-04
"NDVI_20120705_clip_20161215063959_1919445779",0.746583767076633,2012-07-05
"NDVI_20120706_clip_20161215064000_39648200",0.776452341928956,2012-07-06
"NDVI_20120707_clip_20161215064000_1913955520",0.762636434160922,2012-07-07
"NDVI_20120708_clip_20161215064001_347115431",0.765486075197825,2012-07-08
"NDVI_20120709_clip_20161215064002_266079601",0.778314552824664,2012-07-09
"NDVI_20120710_clip_20161215064003_1160307578",0.755273480340351,2012-07-10
"NDVI_20120711_clip_20161215064003_342764686",0.802786488323265,2012-07-11
"NDVI_20120712_clip_20161215064004_1059356157",0.749211303230828,2012-07-12
"NDVI_20120713_clip_20161215064005_1719461510",0.789608668115657,2012-07-13
"NDVI_20120714_clip_20161215064006_950834838",0.761923937580327,2012-07-14
"NDVI_20120715_clip_20161215064006_876589854",0.777951571467576,2012-07-15
"NDVI_20120716_clip_20161215064007_1492908522",0.776339433578167,2012-07-16
"NDVI_20120717_clip_20161215064008_2015613731",0.702835926201982,2012-07-17
"NDVI_20120718_clip_20161215064009_1993424227",0.790319697232977,2012-07-18
"NDVI_20120719_clip_20161215064009_358729430",0.697618833665368,2012-07-19
"NDVI_20120720_clip_20161215064010_605468038",0.801282856394821,2012-07-20
"NDVI_20120721_clip_20161215064011_475583205",0.760029269849836,2012-07-21
"NDVI_20120722_clip_20161215064012_604728420",0.787342041605691,2012-07-22
"NDVI_20120723_clip_20161215064012_1024260260",0.777460489198737,2012-07-23
"NDVI_20120724_clip_20161215064013_324100034",0.780748470147956,2012-07-24
"NDVI_20120725_clip_20161215064014_537507239",0.788133004310803,2012-07-25
"NDVI_20120726_clip_20161215064015_1916036347",0.767362529119435,2012-07-26
"NDVI_20120727_clip_20161215064015_1663292940",0.812535710071382,2012-07-27
"NDVI_20120728_clip_20161215064016_334468565",0.762218034484869,2012-07-28
"NDVI_20120729_clip_20161215064017_164226657",0.80154441014321,2012-07-29
"NDVI_20120730_clip_20161215064018_934749967",0.77086510499225,2012-07-30
"NDVI_20120731_clip_20161215064018_108409023",0.787287659143155,2012-07-31
"NDVI_20120801_clip_20161215064019_2130202409",0.782567434037742,2012-08-01
"NDVI_20120802_clip_20161215064020_1901987523",0.773565064775124,2012-08-02
"NDVI_20120803_clip_20161215064021_2016472851",0.79232899974164,2012-08-03
"NDVI_20120804_clip_20161215064021_2142060092",0.606667704249523,2012-08-04
"NDVI_20120805_clip_20161215064022_1103486427",0.810898280020824,2012-08-05
"NDVI_20120806_clip_20161215064023_1088041557",0.768367050891713,2012-08-06
"NDVI_20120807_clip_20161215064024_1549996681",0.795575028505474,2012-08-07
"NDVI_20120808_clip_20161215064024_318403014",0.777417501156922,2012-08-08
"NDVI_20120810_clip_20161215064025_1266675582",0.786889976595687,2012-08-10
"NDVI_20120811_clip_20161215064026_675567567",0.766962084288155,2012-08-11
"NDVI_20120812_clip_20161215064027_1672025913",0.820666492470144,2012-08-12
"NDVI_20120813_clip_20161215064027_819401014",0.760739867360311,2012-08-13
"NDVI_20120814_clip_20161215064028_1164002187",0.742058541944028,2012-08-14
"NDVI_20120815_clip_20161215064029_1042123142",0.769177004298027,2012-08-15
"NDVI_20120816_clip_20161215064030_64303771",0.785022241132357,2012-08-16
"NDVI_20120817_clip_20161215064030_1125604935",0.777427082828893,2012-08-17
"NDVI_20120818_clip_20161215064031_700920612",0.699354591415054,2012-08-18
"NDVI_20120819_clip_20161215064032_1542703178",0.791985785978078,2012-08-19
"NDVI_20120820_clip_20161215064033_1808157255",0.763591234824595,2012-08-20
"NDVI_20120821_clip_20161215064033_1876800986",0.806607072119864,2012-08-21
"NDVI_20120822_clip_20161215064034_1674178573",0.762795610765552,2012-08-22
"NDVI_20120823_clip_20161215064035_1815726209",0.78975506915766,2012-08-23
"NDVI_20120824_clip_20161215064036_25009484",0.769526864807011,2012-08-24
"NDVI_20120825_clip_20161215064037_759341958",0.771624387754899,2012-08-25
"NDVI_20120826_clip_20161215064037_1620467147",0.774724965011791,2012-08-26
"NDVI_20120827_clip_20161215064038_1683240953",0.762344408969239,2012-08-27
"NDVI_20120828_clip_20161215064039_1759845336",0.807255172959106,2012-08-28
"NDVI_20120829_clip_20161215064040_591535281",0.756245717920584,2012-08-29
"NDVI_20120830_clip_20161215064040_16243467",0.789868668079402,2012-08-30
"NDVI_20120831_clip_20161215064041_1796668646",0.758177158554314,2012-08-31
"NDVI_20120901_clip_20161215064042_2020131391",0.773539686292607,2012-09-01
"NDVI_20120902_clip_20161215064043_995150416",0.765184468334171,2012-09-02
"NDVI_20120903_clip_20161215064043_1551192450",0.759259369558786,2012-09-03
"NDVI_20120904_clip_20161215064044_1020657088",0.775303059220689,2012-09-04
"NDVI_20120905_clip_20161215064045_1868062869",0.556941056414595,2012-09-05
"NDVI_20120906_clip_20161215064046_912192887",0.716818864188605,2012-09-06
"NDVI_20120907_clip_20161215064046_1012944053",0.752889802053879,2012-09-07
"NDVI_20120908_clip_20161215064047_1011656057",0.777544738854983,2012-09-08
"NDVI_20120909_clip_20161215064048_99186371",0.759762018891086,2012-09-09
"NDVI_20120910_clip_20161215064049_229914070",0.76434715105385,2012-09-10
"NDVI_20120911_clip_20161215064049_1364225059",0.763372064868437,2012-09-11
"NDVI_20120912_clip_20161215064050_478752176",0.74700561960745,2012-09-12
"NDVI_20120913_clip_20161215064051_2025482100",0.743979624013465,2012-09-13
"NDVI_20120914_clip_20161215064052_1224840026",0.742408402453012,2012-09-14
"NDVI_20120915_clip_20161215064052_1919165251",0.779000462423574,2012-09-15
"NDVI_20120916_clip_20161215064053_670448669",0.74209695495328,2012-09-16
"NDVI_20120917_clip_20161215064054_1120664348",0.759462829025767,2012-09-17
"NDVI_20120918_clip_20161215064055_2015929311",0.750783129040865,2012-09-18
"NDVI_20120919_clip_20161215064055_1895955039",0.745694915938956,2012-09-19
"NDVI_20120920_clip_20161215064056_588210615",0.761004097071142,2012-09-20
"NDVI_20120921_clip_20161215064057_1871524588",0.728529998013745,2012-09-21
"NDVI_20120922_clip_20161215064058_1266523991",0.779060024168257,2012-09-22
"NDVI_20120923_clip_20161215064058_244349918",0.584936040613168,2012-09-23
"NDVI_20120924_clip_20161215064059_452106561",0.758849343055536,2012-09-24
"NDVI_20120925_clip_20161215064100_1932141765",0.735903051434501,2012-09-25
"NDVI_20120926_clip_20161215064101_1007539606",0.73819255310728,2012-09-26
"NDVI_20120927_clip_20161215064101_797182773",0.739558157166525,2012-09-27
"NDVI_20120928_clip_20161215064102_1681457956",0.723904899057086,2012-09-28
"NDVI_20120929_clip_20161215064103_1609209647",0.78325446581445,2012-09-29
"NDVI_20120930_clip_20161215064104_1211317149",0.721959388040192,2012-09-30
"NDVI_20121001_clip_20161215064130_213387894",0.757310750972604,2012-10-01
"NDVI_20121002_clip_20161215064131_1145639977",0.722380722642794,2012-10-02
"NDVI_20121003_clip_20161215064132_1423275392",0.733804492630184,2012-10-03
"NDVI_20121004_clip_20161215064133_1010652313",0.725363902837703,2012-10-04
"NDVI_20121006_clip_20161215064133_1054612684",0.724661505857293,2012-10-06
"NDVI_20121007_clip_20161215064134_1072669113",0.714865152641645,2012-10-07
"NDVI_20121008_clip_20161215064135_921257479",0.759143612602816,2012-10-08
"NDVI_20121009_clip_20161215064136_371336658",0.714873957421294,2012-10-09
"NDVI_20121010_clip_20161215064136_316219311",0.735726869520158,2012-10-10
"NDVI_20121011_clip_20161215064137_1475044541",0.538704473354622,2012-10-11
"NDVI_20121013_clip_20161215064138_2034928161",0.725184785996809,2012-10-13
"NDVI_20121014_clip_20161215064139_374659184",0.71155075735348,2012-10-14
"NDVI_20121015_clip_20161215064139_1249836305",0.768070882274313,2012-10-15
"NDVI_20121016_clip_20161215064140_220922481",0.710040219715507,2012-10-16
"NDVI_20121017_clip_20161215064141_205614072",0.741401722646506,2012-10-17
"NDVI_20121018_clip_20161215064142_8511509",0.705130001276693,2012-10-18
"NDVI_20121019_clip_20161215064142_112570856",0.724303358496876,2012-10-19
"NDVI_20121020_clip_20161215064143_1670258694",0.714976420886422,2012-10-20
"NDVI_20121021_clip_20161215064144_1950257573",0.568831839671523,2012-10-21
"NDVI_20121022_clip_20161215064145_749267079",0.519299700364705,2012-10-22
"NDVI_20121023_clip_20161215064145_840320803",0.641547217574342,2012-10-23
"NDVI_20121024_clip_20161215064146_1867473523",0.542859877295143,2012-10-24
"NDVI_20121025_clip_20161215064147_577705020",0.704706853925339,2012-10-25
"NDVI_20121026_clip_20161215064148_191207491",0.742682645442659,2012-10-26
"NDVI_20121027_clip_20161215064148_324294328",0.713613579110988,2012-10-27
"NDVI_20121028_clip_20161215064149_1421871895",0.720606645864943,2012-10-28
"NDVI_20121029_clip_20161215064150_1639782221",0.724572335883008,2012-10-29
"NDVI_20121030_clip_20161215064150_1369961113",0.707315140414223,2012-10-30
"NDVI_20121031_clip_20161215064151_92651847",0.513398155502249,2012-10-31
"NDVI_20121101_clip_20161215064152_1827399795",0.531266247300191,2012-11-01
"NDVI_20121102_clip_20161215064153_1177501689",0.734762728653045,2012-11-02
"NDVI_20121103_clip_20161215064153_386799013",0.716575092642251,2012-11-03
"NDVI_20121104_clip_20161215064154_347560264",0.733304346617588,2012-11-04
"NDVI_20121105_clip_20161215064155_1898307321",0.721662874137315,2012-11-05
"NDVI_20121106_clip_20161215064156_740711510",0.711125624610637,2012-11-06
"NDVI_20121107_clip_20161215064156_434467225",0.730386252734985,2012-11-07
"NDVI_20121108_clip_20161215064157_301592879",0.677519217894602,2012-11-08
"NDVI_20121109_clip_20161215064158_1027191442",0.574365964009987,2012-11-09
"NDVI_20121110_clip_20161215064159_790723602",0.710819946610794,2012-11-10
"NDVI_20121111_clip_20161215064159_1348143028",0.73130514370911,2012-11-11
"NDVI_20121112_clip_20161215064200_716244215",0.712703924523357,2012-11-12
"NDVI_20121113_clip_20161215064201_661634920",0.712102178259324,2012-11-13
"NDVI_20121114_clip_20161215064202_966149175",0.626029155732986,2012-11-14
"NDVI_20121115_clip_20161215064202_862238919",0.603737503414085,2012-11-15
"NDVI_20121116_clip_20161215064203_1809173497",0.541422879950264,2012-11-16
"NDVI_20121117_clip_20161215064204_46019950",0.513214627987561,2012-11-17
"NDVI_20121118_clip_20161215064205_1919311562",0.683125265712674,2012-11-18
"NDVI_20121119_clip_20161215064205_2010878854",0.707416913308399,2012-11-19
"NDVI_20121120_clip_20161215064206_1616854803",0.63586061829852,2012-11-20
"NDVI_20121121_clip_20161215064207_1554665517",0.50449759309204,2012-11-21
"NDVI_20121122_clip_20161215064207_2047182040",0.710471826561033,2012-11-22
"NDVI_20121123_clip_20161215064208_1117210978",0.751051924075134,2012-11-23
"NDVI_20121124_clip_20161215064209_354461066",0.671866573488996,2012-11-24
"NDVI_20121125_clip_20161215064210_1054990554",0.694643689866988,2012-11-25
"NDVI_20121126_clip_20161215064211_1589061237",0.702429350922866,2012-11-26
"NDVI_20121127_clip_20161215064211_828510475",0.565781415130082,2012-11-27
"NDVI_20121128_clip_20161215064212_1053994927",0.491651387691899,2012-11-28
"NDVI_20121129_clip_20161215064213_1193968390",0.498142148333432,2012-11-29
"NDVI_20121130_clip_20161215064214_675420699",0.487331519030798,2012-11-30
"NDVI_20121201_clip_20161215064214_1070958989",0.501574199647688,2012-12-01
"NDVI_20121202_clip_20161215064215_1589861505",0.585775034483443,2012-12-02
"NDVI_20121203_clip_20161215064216_1651175289",0.711965704174769,2012-12-03
"NDVI_20121204_clip_20161215064216_900912889",0.51127654889238,2012-12-04
"NDVI_20121205_clip_20161215064217_1610887773",0.493373597918653,2012-12-05
"NDVI_20121206_clip_20161215064218_1768028461",0.507128972057496,2012-12-06
"NDVI_20121207_clip_20161215064219_730685808",0.65207628357502,2012-12-07
"NDVI_20121208_clip_20161215064219_687358570",0.552328661361873,2012-12-08
"NDVI_20121209_clip_20161215064220_1903005459",0.71691485355105,2012-12-09
"NDVI_20121210_clip_20161215064221_336429178",0.714462722418877,2012-12-10
"NDVI_20121211_clip_20161215064222_949789037",0.830256958543726,2012-12-11
"NDVI_20121212_clip_20161215064222_1193399637",0.626675384763179,2012-12-12
"NDVI_20121213_clip_20161215064223_2079296299",0.67939328578786,2012-12-13
"NDVI_20121214_clip_20161215064224_2089648902",0.533528816705809,2012-12-14
"NDVI_20121215_clip_20161215064225_778280132",0.505432581822206,2012-12-15
"NDVI_20121216_clip_20161215064225_941141742",0.556104012761061,2012-12-16
"NDVI_20121217_clip_20161215064226_782863834",0.500608781455615,2012-12-17
"NDVI_20121218_clip_20161215064227_835379165",0.826921968025747,2012-12-18
"NDVI_20121220_clip_20161215064228_2146198201",0.801927902532155,2012-12-20
"NDVI_20121221_clip_20161215064228_2024474469",0.491476159461575,2012-12-21
"NDVI_20121222_clip_20161215064229_1524106904",0.50015338386523,2012-12-22
"NDVI_20121223_clip_20161215064230_1192048603",0.494115974078108,2012-12-23
"NDVI_20121224_clip_20161215064231_318168013",0.648838360614847,2012-12-24
"NDVI_20121225_clip_20161215064231_766093901",0.495499532393668,2012-12-25
"NDVI_20121226_clip_20161215064232_636655649",0.525635504393456,2012-12-26
"NDVI_20121227_clip_20161215064233_479812848",0.596244374132606,2012-12-27
"NDVI_20121228_clip_20161215064233_410577456",0.499046130671372,2012-12-28
"NDVI_20121229_clip_20161215064234_751768945",0.685198189826864,2012-12-29
"NDVI_20121230_clip_20161215064235_843910025",0.739413655194643,2012-12-30
"NDVI_20121231_clip_20161215064236_1915168499",0.667165818273007,2012-12-31
